entity,attribute,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
GridSim-0.Grid-0Branch1-2,P,-0.9810214543393676,-1.1655110870150556,-1.3463127345226833,-1.5331141391561744,-1.68339586007775,-1.8298429272216539,-1.9971948188363493,-2.0718223182991595,-2.1725672377866903,-2.2273949296152478,-2.2455322427986686,-2.3720201975147877,-2.330787676510062,-2.357000070673223,-2.3770312796122957,-2.4059183760644856,-2.435166241990844,-2.386921951813979,-2.428128570862663,-2.4934428173044054,-2.47170781401234,-2.405400444544803,-2.5578657317044704,-2.518568429893909,-2.6052560351376757,-2.6082058724278756,-2.5380295534029864,-2.582039356633711,-2.5586658689921857,-2.5369453198816077,-2.4528666119015017,-2.4954165488958346
LineMonitorSim-0.LineMonitor-0,power_reduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07182231829915953,0.2264339765110599,0.3972204119985427,0.5434475517975756,0.7796058613629694,0.9154920725322891,1.04361912507244,1.1597456234166257,1.2757275936269548,1.39196193721106,1.4308934047222739,1.5012986244043685,1.6194167856076818,1.6862704032181015,1.6701032469583792,1.8104431669232548,1.87640080508635,2.0125566389524385,2.1176233516422043,2.1262470671346394,2.1767246569846908,2.191209361730704,2.1803523411796357,2.0881308677862283,2.061514699735506
SlackGeneratorSim-0.SlackGenerator-0,P,0.986295548018069,1.1183132792814654,1.266002359713951,1.3982664366736826,1.4883282077251623,1.5133214820128957,1.4748780140422322,1.3945499751192607,1.3569754623278703,1.3924495238961208,1.4352246426034347,1.441161864640785,1.5218449169147152,1.4909426073363117,1.440191033926291,1.3702602415104623,1.309792403117858,1.2594079073225226,1.152284510605206,1.0925580118282534,1.098781948704006,1.083080745165622,1.011461893586819,1.1261876637081008,1.2050970015861668,1.375756706473314,1.5379861708497835,1.6015175462691067,1.6780898446980017,1.6718073083223937,1.6162425001877825,1.4703735807187617
